persona_id,question_id,average_score,standard_deviation
3,23,4.2,0.9189365834726815
3,24,4.8,0.6324555320336759
3,25,1.9,1.7919573407620815
3,26,4.4,0.9660917830792959
3,27,4.0,0.9428090415820634
3,28,4.8,0.4216370213557839
3,29,4.9,0.31622776601683794
3,30,3.4,0.8432740427115679
4,1,4.1,0.31622776601683794
4,2,4.0,0.0
4,3,3.1,0.31622776601683794
4,4,4.0,0.0
4,5,4.0,0.0
4,6,4.3,0.48304589153964794
4,7,4.1,0.31622776601683794
4,8,4.5,0.5270462766947299
4,9,4.4,0.5163977794943222
4,10,3.1,0.31622776601683794
4,11,4.1,0.31622776601683794
4,12,4.5,0.5270462766947299
4,13,4.2,0.4216370213557839
4,14,4.3,0.48304589153964794
4,15,3.9,0.31622776601683794
4,16,4.6,0.5163977794943222
4,17,5.0,0.0
4,18,4.3,0.48304589153964794
4,19,4.4,0.5163977794943222
4,20,3.4,0.5163977794943223
4,21,5.0,0.0
4,22,4.6,0.5163977794943222
4,23,4.3,0.48304589153964794
4,24,4.7,0.48304589153964794
4,25,3.1,0.31622776601683794
4,26,2.8,0.4216370213557839
4,27,3.6,0.8432740427115678
4,28,3.0,0.0
4,29,3.2,0.6324555320336759
4,30,3.1,0.31622776601683794
5,1,3.0,0.0
5,2,3.6,0.5163977794943223
5,3,2.7,0.9486832980505138
5,4,0.4,0.8432740427115679
5,5,0.0,0.0
5,6,2.5,1.35400640077266
5,7,3.9,0.31622776601683794
5,8,3.1,0.31622776601683794
5,9,0.0,0.0
5,10,0.0,0.0
5,11,3.6,0.5163977794943223
5,12,4.6,0.5163977794943222
5,13,3.0,0.0
5,14,4.1,0.31622776601683794
5,15,0.0,0.0
5,16,4.6,0.699205898780101
5,17,5.0,0.0
5,18,4.0,0.0
5,19,4.6,0.5163977794943222
5,20,3.0,0.0
5,21,5.0,0.0
5,22,3.7,0.6749485577105528
5,23,3.8,1.0327955589886446
5,24,2.0,1.8257418583505538
5,25,0.0,0.0
5,26,3.0,0.0
5,27,3.6,0.9660917830792959
5,28,4.7,0.6749485577105528
5,29,4.5,0.8498365855987975
5,30,3.0,0.0
6,1,5.0,0.0
6,2,5.0,0.0
6,3,3.2,0.4216370213557839
6,4,3.0,0.0
6,5,3.3,0.48304589153964794
6,6,5.0,0.0
6,7,5.0,0.0
6,8,3.9,0.31622776601683794
6,9,2.7,0.48304589153964794
6,10,3.5,0.7071067811865476
6,11,5.0,0.0
6,12,5.0,0.0
6,13,3.9,0.31622776601683794
6,14,4.0,0.0
6,15,3.2,2.250925735484551
6,16,5.0,0.0
6,17,5.0,0.0
6,18,4.4,0.5163977794943222
6,19,4.5,0.5270462766947299
6,20,4.1,0.8755950357709131
6,21,5.0,0.0
6,22,5.0,0.0
6,23,3.7,0.9486832980505138
6,24,4.0,1.0540925533894598
6,25,0.0,0.0
6,26,3.2,0.6324555320336759
6,27,5.0,0.0
6,28,3.0,0.0
6,29,4.2,0.7888106377466155
6,30,4.0,1.0540925533894598
7,1,5.0,0.0
7,2,5.0,0.0
7,3,3.1,0.31622776601683794
7,4,2.9,0.31622776601683794
7,5,3.6,0.5163977794943223
7,6,5.0,0.0
7,7,5.0,0.0
7,8,4.0,0.0
7,9,2.9,0.5676462121975466
7,10,4.0,0.0
7,11,5.0,0.0
7,12,5.0,0.0
7,13,4.0,0.4714045207910317
7,14,4.0,0.0
7,15,2.5,1.35400640077266
7,16,5.0,0.0
7,17,5.0,0.0
7,18,3.8,0.6324555320336759
7,19,4.4,0.5163977794943222
7,20,3.7,0.8232726023485646
7,21,5.0,0.0
7,22,5.0,0.0
7,23,3.6,0.8432740427115678
7,24,3.9,1.66332999331662
7,25,3.2,0.6324555320336759
7,26,3.0,0.0
7,27,5.0,0.0
7,28,2.9,0.31622776601683794
7,29,3.6,1.07496769977314
7,30,4.0,1.0540925533894598
8,1,3.1,0.31622776601683794
8,2,3.0,0.0
8,3,3.7,0.48304589153964794
8,4,3.5,0.5270462766947299
8,5,2.5,0.7071067811865476
8,6,3.4,0.5163977794943223
8,7,3.9,0.31622776601683794
8,8,3.0,0.0
8,9,3.0,0.0
8,10,3.0,0.0
8,11,3.6,0.5163977794943223
8,12,3.3,0.48304589153964794
8,13,3.2,0.4216370213557839
8,14,3.9,0.31622776601683794
8,15,3.0,0.0
8,16,4.3,0.6749485577105528
8,17,4.9,0.31622776601683794
8,18,5.0,0.0
8,19,4.9,0.31622776601683794
8,20,3.0,0.0
8,21,5.0,0.0
8,22,4.9,0.31622776601683794
8,23,4.2,0.7888106377466155
8,24,3.4,0.8432740427115678
8,25,2.4,1.2649110640673518
8,26,4.5,0.8498365855987975
8,27,3.1,0.31622776601683794
8,28,4.7,0.48304589153964794
8,29,4.8,0.4216370213557839
8,30,4.4,0.8432740427115678
9,1,4.7,0.48304589153964794
9,2,5.0,0.0
9,3,3.6,0.5163977794943223
9,4,3.2,0.4216370213557839
9,5,3.4,0.5163977794943223
9,6,4.9,0.31622776601683794
9,7,4.5,0.5270462766947299
9,8,3.6,0.5163977794943223
9,9,3.0,0.0
9,10,4.0,0.0
9,11,4.9,0.31622776601683794
9,12,5.0,0.0
9,13,3.6,0.5163977794943223
9,14,3.9,0.5676462121975467
9,15,4.0,1.4907119849998598
9,16,5.0,0.0
9,17,5.0,0.0
9,18,3.3,0.6749485577105528
9,19,3.1,0.31622776601683794
9,20,3.9,0.9944289260117533
9,21,5.0,0.0
9,22,5.0,0.0
9,23,4.4,0.9660917830792959
9,24,4.1,1.66332999331662
9,25,3.8,1.0327955589886446
9,26,3.0,0.0
9,27,4.8,0.4216370213557839
9,28,2.9,1.1972189997378648
9,29,3.8,1.0327955589886446
9,30,4.4,0.9660917830792959
10,1,4.5,0.5270462766947299
10,2,4.7,0.48304589153964794
10,3,3.0,0.0
10,4,2.8,0.6324555320336759
10,5,3.3,0.48304589153964794
10,6,4.4,0.5163977794943222
10,7,4.1,0.31622776601683794
10,8,4.0,0.0
10,9,3.0,0.0
10,10,3.3,0.48304589153964794
10,11,4.9,0.31622776601683794
10,12,4.9,0.31622776601683794
10,13,3.9,0.31622776601683794
10,14,3.9,0.31622776601683794
10,15,0.3,0.9486832980505139
10,16,5.0,0.0
10,17,5.0,0.0
10,18,4.1,0.31622776601683794
10,19,3.2,0.4216370213557839
10,20,3.0,0.0
10,21,5.0,0.0
10,22,5.0,0.0
10,23,3.2,0.6324555320336759
10,24,1.8,2.3944379994757297
10,25,2.9,1.1972189997378648
10,26,3.1,0.31622776601683794
10,27,4.1,0.5676462121975466
10,28,2.9,0.31622776601683794
10,29,1.1,1.449137674618944
10,30,3.0,0.0
11,1,4.9,0.31622776601683794
11,2,4.2,0.4216370213557839
11,3,3.0,0.0
11,4,3.0,0.0
11,5,3.2,0.4216370213557839
11,6,4.6,0.5163977794943222
11,7,4.5,0.5270462766947299
11,8,3.5,0.5270462766947299
11,9,3.0,0.0
11,10,3.1,0.5676462121975467
11,11,5.0,0.0
11,12,4.4,0.5163977794943222
11,13,3.5,0.5270462766947299
11,14,4.0,0.0
11,15,0.0,0.0
11,16,5.0,0.0
11,17,5.0,0.0
11,18,3.0,0.0
11,19,3.9,0.31622776601683794
11,20,3.2,0.4216370213557839
11,21,5.0,0.0
11,22,4.4,0.5163977794943222
11,23,3.1,0.31622776601683794
11,24,0.0,0.0
11,25,0.0,0.0
11,26,3.2,0.6324555320336759
11,27,4.4,0.5163977794943222
11,28,3.0,0.0
11,29,3.5,0.8498365855987975
11,30,3.0,0.0
12,1,5.0,0.0
12,2,5.0,0.0
12,3,3.6,0.5163977794943223
12,4,3.4,0.5163977794943223
12,5,3.5,0.5270462766947299
12,6,5.0,0.0
12,7,5.0,0.0
12,8,4.0,0.0
12,9,3.0,0.0
12,10,3.9,0.7378647873726218
12,11,5.0,0.0
12,12,5.0,0.0
12,13,4.0,0.0
12,14,4.0,0.0
12,15,4.9,0.31622776601683794
12,16,5.0,0.0
12,17,5.0,0.0
12,18,4.3,0.48304589153964794
12,19,5.0,0.0
12,20,3.8,1.0327955589886446
12,21,5.0,0.0
12,22,5.0,0.0
12,23,4.9,0.31622776601683794
12,24,5.0,0.0
12,25,3.8,2.097617696340303
12,26,4.9,0.31622776601683794
12,27,5.0,0.0
12,28,3.3,0.6749485577105528
12,29,5.0,0.0
12,30,4.8,0.4216370213557839
13,1,5.0,0.0
13,2,4.8,0.4216370213557839
13,3,3.0,0.0
13,4,1.5,1.5811388300841898
13,5,1.5,1.5811388300841898
13,6,5.0,0.0
13,7,4.6,0.5163977794943222
13,8,4.0,0.4714045207910317
13,9,0.1,0.31622776601683794
13,10,3.2,0.4216370213557839
13,11,5.0,0.0
13,12,5.0,0.0
13,13,3.9,0.31622776601683794
13,14,3.3,0.48304589153964794
13,15,0.0,0.0
13,16,5.0,0.0
13,17,5.0,0.0
13,18,2.6,0.5163977794943223
13,19,3.0,0.0
13,20,3.4,0.8432740427115678
13,21,5.0,0.0
13,22,5.0,0.0
13,23,3.7,0.9486832980505138
13,24,0.8,1.7511900715418265
13,25,1.6,2.1705094128132942
13,26,3.4,0.8432740427115679
13,27,5.0,0.0
13,28,0.0,0.0
13,29,2.5,2.6352313834736494
13,30,1.1,1.8529256146249728
14,1,4.1,0.7378647873726218
14,2,5.0,0.0
14,3,3.5,0.7071067811865476
14,4,3.3,0.48304589153964794
14,5,3.5,0.5270462766947299
14,6,4.7,0.48304589153964794
14,7,5.0,0.0
14,8,5.0,0.0
14,9,2.9,0.31622776601683794
14,10,4.1,0.7378647873726218
14,11,4.9,0.31622776601683794
14,12,4.9,0.31622776601683794
14,13,4.6,0.5163977794943222
14,14,4.3,0.48304589153964794
14,15,4.5,0.7071067811865476
14,16,5.0,0.0
14,17,5.0,0.0
14,18,5.0,0.0
14,19,5.0,0.0
14,20,4.9,0.31622776601683794
14,21,5.0,0.0
14,22,5.0,0.0
14,23,5.0,0.0
14,24,5.0,0.0
14,25,2.7,2.057506581601462
14,26,4.4,0.9660917830792959
14,27,5.0,0.0
14,28,5.0,0.0
14,29,5.0,0.0
14,30,5.0,0.0
15,1,4.6,0.5163977794943222
15,2,5.0,0.0
15,3,3.0,0.0
15,4,3.0,0.0
15,5,3.1,0.31622776601683794
15,6,4.9,0.31622776601683794
15,7,5.0,0.0
15,8,4.0,0.0
15,9,2.6,0.5163977794943223
15,10,2.6,0.9660917830792959
15,11,5.0,0.0
15,12,4.7,0.48304589153964794
15,13,3.2,0.4216370213557839
15,14,3.9,0.31622776601683794
15,15,0.0,0.0
15,16,5.0,0.0
15,17,5.0,0.0
15,18,3.8,0.6324555320336759
15,19,4.7,0.48304589153964794
15,20,4.2,1.0327955589886446
15,21,5.0,0.0
15,22,5.0,0.0
15,23,3.8,0.9189365834726815
15,24,0.0,0.0
15,25,1.3,1.7029386365926402
15,26,3.0,0.0
15,27,4.8,0.6324555320336759
15,28,3.0,0.0
15,29,1.1,1.8529256146249728
15,30,4.9,0.31622776601683794
16,1,4.0,0.0
16,2,4.6,0.5163977794943222
16,3,3.2,0.4216370213557839
16,4,3.4,0.5163977794943223
16,5,3.7,0.48304589153964794
16,6,4.5,0.5270462766947299
16,7,4.6,0.5163977794943222
16,8,4.0,0.0
16,9,3.0,0.0
16,10,3.6,0.6992058987801011
16,11,4.7,0.48304589153964794
16,12,5.0,0.0
16,13,3.9,0.31622776601683794
16,14,4.0,0.0
16,15,3.1,1.7919573407620817
16,16,5.0,0.0
16,17,5.0,0.0
16,18,4.0,0.0
16,19,4.3,0.48304589153964794
16,20,4.7,0.48304589153964794
16,21,5.0,0.0
16,22,5.0,0.0
16,23,4.1,0.8755950357709131
16,24,3.6,0.9660917830792959
16,25,3.6,0.9660917830792958
16,26,4.5,0.8498365855987975
16,27,4.6,0.5163977794943222
16,28,4.1,0.8755950357709131
16,29,4.5,0.7071067811865476
16,30,4.8,0.4216370213557839
17,1,5.0,0.0
17,2,5.0,0.0
17,3,3.3,0.48304589153964794
17,4,3.2,0.4216370213557839
17,5,3.0,0.0
17,6,5.0,0.0
17,7,5.0,0.0
17,8,3.8,0.4216370213557839
17,9,2.6,0.5163977794943223
17,10,3.0,0.0
17,11,5.0,0.0
17,12,5.0,0.0
17,13,3.3,0.48304589153964794
17,14,4.0,0.0
17,15,4.2,0.4216370213557839
17,16,5.0,0.0
17,17,5.0,0.0
17,18,4.7,0.48304589153964794
17,19,5.0,0.0
17,20,3.4,0.9660917830792959
17,21,5.0,0.0
17,22,5.0,0.0
17,23,3.5,0.5270462766947299
17,24,0.5,1.5811388300841898
17,25,1.8,1.4757295747452437
17,26,4.7,0.6749485577105528
17,27,4.3,0.48304589153964794
17,28,3.0,0.0
17,29,4.6,0.8432740427115678
17,30,5.0,0.0
18,1,4.1,0.31622776601683794
18,2,4.9,0.31622776601683794
18,3,3.0,0.0
18,4,3.0,0.0
18,5,3.1,0.31622776601683794
18,6,5.0,0.0
18,7,4.3,0.48304589153964794
18,8,3.7,0.48304589153964794
18,9,2.9,0.31622776601683794
18,10,3.2,0.4216370213557839
18,11,4.8,0.4216370213557839
18,12,5.0,0.0
18,13,3.4,0.5163977794943223
18,14,3.9,0.31622776601683794
18,15,0.7,1.494434118097326
18,16,5.0,0.0
18,17,5.0,0.0
18,18,4.8,0.4216370213557839
18,19,4.7,0.48304589153964794
18,20,2.9,1.1972189997378648
18,21,5.0,0.0
18,22,5.0,0.0
18,23,4.2,1.0327955589886446
18,24,0.5,1.5811388300841898
18,25,2.9,1.852925614624973
18,26,4.2,1.0327955589886446
18,27,4.0,1.0540925533894598
18,28,2.9,0.31622776601683794
18,29,4.2,1.0327955589886446
18,30,5.0,0.0
19,1,5.0,0.0
19,2,5.0,0.0
19,3,3.1,0.31622776601683794
19,4,3.0,0.0
19,5,4.0,0.0
19,6,5.0,0.0
19,7,5.0,0.0
19,8,4.0,0.0
19,9,3.3,0.48304589153964794
19,10,3.0,0.0
19,11,5.0,0.0
19,12,5.0,0.0
19,13,4.0,0.0
19,14,4.0,0.0
19,15,5.0,0.0
19,16,5.0,0.0
19,17,5.0,0.0
19,18,5.0,0.0
19,19,4.2,0.4216370213557839
19,20,4.0,0.4714045207910317
19,21,5.0,0.0
19,22,5.0,0.0
19,23,4.7,0.48304589153964794
19,24,3.9,0.8755950357709131
19,25,3.3,0.6749485577105528
19,26,4.3,0.9486832980505138
19,27,4.9,0.31622776601683794
19,28,1.9,0.7378647873726218
19,29,2.4,1.2649110640673518
19,30,5.0,0.0
20,1,3.3,0.48304589153964794
20,2,3.3,0.48304589153964794
20,3,3.0,0.0
20,4,4.0,0.0
20,5,3.9,0.31622776601683794
20,6,3.4,0.5163977794943223
20,7,4.0,0.0
20,8,4.0,0.0
20,9,4.3,0.48304589153964794
20,10,3.4,0.5163977794943223
20,11,3.5,0.7071067811865476
20,12,3.2,0.4216370213557839
20,13,4.0,0.0
20,14,4.0,0.0
20,15,0.0,0.0
20,16,4.5,0.5270462766947299
20,17,4.9,0.31622776601683794
20,18,5.0,0.0
20,19,5.0,0.0
20,20,4.7,0.48304589153964794
20,21,5.0,0.0
20,22,5.0,0.0
20,23,4.7,0.48304589153964794
20,24,5.0,0.0
20,25,4.1,0.5676462121975466
20,26,4.9,0.31622776601683794
20,27,3.0,0.816496580927726
20,28,4.8,0.4216370213557839
20,29,5.0,0.0
20,30,4.7,0.6749485577105528
21,1,4.5,0.5270462766947299
21,2,4.9,0.31622776601683794
21,3,3.0,0.0
21,4,3.0,0.0
21,5,3.1,0.31622776601683794
21,6,4.7,0.48304589153964794
21,7,4.7,0.48304589153964794
21,8,3.9,0.31622776601683794
21,9,3.0,0.0
21,10,3.5,0.5270462766947299
21,11,5.0,0.0
21,12,4.9,0.31622776601683794
21,13,3.9,0.31622776601683794
21,14,4.0,0.0
21,15,0.7,1.494434118097326
21,16,5.0,0.0
21,17,5.0,0.0
21,18,5.0,0.0
21,19,4.3,0.48304589153964794
21,20,3.3,0.6749485577105528
21,21,5.0,0.0
21,22,5.0,0.0
21,23,4.1,0.8755950357709131
21,24,4.7,0.6749485577105528
21,25,3.0,0.0
21,26,4.8,0.6324555320336759
21,27,4.1,0.31622776601683794
21,28,3.1,0.31622776601683794
21,29,3.3,0.6749485577105528
21,30,4.9,0.31622776601683794
22,1,3.9,0.31622776601683794
22,2,4.7,0.48304589153964794
22,3,3.0,0.0
22,4,3.8,0.4216370213557839
22,5,3.0,0.0
22,6,4.7,0.48304589153964794
22,7,4.8,0.4216370213557839
22,8,4.0,0.0
22,9,2.9,0.31622776601683794
22,10,3.3,0.48304589153964794
22,11,4.7,0.48304589153964794
22,12,4.5,0.5270462766947299
22,13,3.9,0.31622776601683794
22,14,4.0,0.0
22,15,4.6,0.5163977794943222
22,16,4.9,0.31622776601683794
22,17,4.9,0.31622776601683794
22,18,4.9,0.31622776601683794
22,19,5.0,0.0
22,20,3.5,0.8498365855987975
22,21,5.0,0.0
22,22,5.0,0.0
22,23,4.9,0.31622776601683794
22,24,4.9,0.31622776601683794
22,25,3.9,0.9944289260117533
22,26,3.2,0.6324555320336759
22,27,3.4,0.6992058987801011
22,28,3.9,0.31622776601683794
22,29,4.8,0.4216370213557839
22,30,4.9,0.31622776601683794
23,1,4.8,0.4216370213557839
23,2,5.0,0.0
23,3,3.2,0.4216370213557839
23,4,3.1,0.31622776601683794
23,5,3.3,0.48304589153964794
23,6,5.0,0.0
23,7,5.0,0.0
23,8,3.4,0.5163977794943223
23,9,2.9,0.31622776601683794
23,10,3.3,0.48304589153964794
23,11,5.0,0.0
23,12,5.0,0.0
23,13,3.4,0.5163977794943223
23,14,4.0,0.0
23,15,0.3,0.9486832980505139
23,16,5.0,0.0
23,17,5.0,0.0
23,18,4.7,0.48304589153964794
23,19,4.3,0.48304589153964794
23,20,3.2,0.6324555320336759
23,21,5.0,0.0
23,22,4.9,0.31622776601683794
23,23,3.7,0.8232726023485646
23,24,4.2,1.0327955589886446
23,25,2.0,1.4142135623730951
23,26,3.0,0.0
23,27,4.7,0.48304589153964794
23,28,3.1,0.31622776601683794
23,29,4.0,1.0540925533894598
23,30,4.9,0.31622776601683794
24,1,5.0,0.0
24,2,4.9,0.31622776601683794
24,3,3.5,0.5270462766947299
24,4,3.5,0.5270462766947299
24,5,3.9,0.31622776601683794
24,6,5.0,0.0
24,7,5.0,0.0
24,8,4.8,0.4216370213557839
24,9,2.9,0.31622776601683794
24,10,4.0,0.4714045207910317
24,11,5.0,0.0
24,12,4.9,0.31622776601683794
24,13,5.0,0.0
24,14,4.0,0.0
24,15,4.0,0.4714045207910317
24,16,5.0,0.0
24,17,5.0,0.0
24,18,5.0,0.0
24,19,5.0,0.0
24,20,4.6,0.6992058987801011
24,21,5.0,0.0
24,22,5.0,0.0
24,23,5.0,0.0
24,24,4.6,0.8432740427115678
24,25,3.4,0.8432740427115679
24,26,5.0,0.0
24,27,4.2,1.0327955589886446
24,28,5.0,0.0
24,29,3.8,0.7888106377466155
24,30,4.9,0.31622776601683794
25,1,3.3,0.48304589153964794
25,2,4.0,0.0
25,3,4.2,0.4216370213557839
25,4,4.0,0.0
25,5,4.5,0.5270462766947299
25,6,4.2,0.4216370213557839
25,7,4.3,0.48304589153964794
25,8,4.0,0.0
25,9,5.0,0.0
25,10,4.0,0.0
25,11,4.6,0.5163977794943222
25,12,3.9,0.31622776601683794
25,13,4.1,0.31622776601683794
25,14,4.1,0.31622776601683794
25,15,5.0,0.0
25,16,5.0,0.0
25,17,5.0,0.0
25,18,5.0,0.0
25,19,5.0,0.0
25,20,4.2,0.4216370213557839
25,21,5.0,0.0
25,22,5.0,0.0
25,23,5.0,0.0
25,24,4.9,0.31622776601683794
25,25,5.0,0.0
25,26,5.0,0.0
25,27,3.1,0.31622776601683794
25,28,4.3,0.48304589153964794
25,29,5.0,0.0
25,30,5.0,0.0
26,1,4.2,0.4216370213557839
26,2,4.6,0.5163977794943222
26,3,3.0,0.0
26,4,3.5,0.5270462766947299
26,5,3.3,0.48304589153964794
26,6,4.8,0.4216370213557839
26,7,5.0,0.0
26,8,4.0,0.0
26,9,3.0,0.0
26,10,3.3,0.48304589153964794
26,11,4.9,0.31622776601683794
26,12,4.3,0.48304589153964794
26,13,4.0,0.0
26,14,3.9,0.31622776601683794
26,15,3.4,0.6992058987801011
26,16,5.0,0.0
26,17,5.0,0.0
26,18,5.0,0.0
26,19,5.0,0.0
26,20,4.5,0.8498365855987975
26,21,5.0,0.0
26,22,5.0,0.0
26,23,4.9,0.31622776601683794
26,24,4.8,0.6324555320336759
26,25,3.6,1.4298407059684812
26,26,5.0,0.0
26,27,4.2,0.7888106377466155
26,28,4.3,0.8232726023485646
26,29,5.0,0.0
26,30,5.0,0.0
27,1,4.5,0.5270462766947299
27,2,5.0,0.0
27,3,0.0,0.0
27,4,0.9,1.4491376746189437
27,5,2.8,1.0327955589886444
27,6,5.0,0.0
27,7,5.0,0.0
27,8,3.9,0.5676462121975466
27,9,1.5,1.5811388300841898
27,10,3.9,0.5676462121975467
27,11,4.6,0.5163977794943222
27,12,5.0,0.0
27,13,3.3,0.48304589153964794
27,14,3.9,0.31622776601683794
27,15,3.7,0.9486832980505138
27,16,5.0,0.0
27,17,5.0,0.0
27,18,1.8,0.6324555320336759
27,19,3.8,1.0327955589886446
27,20,3.8,0.7888106377466155
27,21,5.0,0.0
27,22,5.0,0.0
27,23,5.0,0.0
27,24,4.8,0.6324555320336759
27,25,2.7,0.9486832980505138
27,26,4.8,0.6324555320336759
27,27,5.0,0.0
27,28,0.0,0.0
27,29,0.5,1.5811388300841898
27,30,4.6,0.8432740427115678
28,1,4.0,0.0
28,2,4.0,0.0
28,3,3.4,0.5163977794943223
28,4,3.3,0.48304589153964794
28,5,3.3,0.48304589153964794
28,6,4.0,0.0
28,7,4.4,0.5163977794943222
28,8,4.0,0.0
28,9,2.8,0.4216370213557839
28,10,0.0,0.0
28,11,4.2,0.4216370213557839
28,12,4.1,0.31622776601683794
28,13,3.3,0.48304589153964794
28,14,4.0,0.0
28,15,0.0,0.0
28,16,4.5,0.5270462766947299
28,17,4.7,0.48304589153964794
28,18,4.9,0.31622776601683794
28,19,4.9,0.31622776601683794
28,20,4.1,0.8755950357709131
28,21,5.0,0.0
28,22,5.0,0.0
28,23,3.3,0.6749485577105528
28,24,4.9,0.31622776601683794
28,25,0.0,0.0
28,26,1.5,1.35400640077266
28,27,3.1,0.31622776601683794
28,28,3.3,0.48304589153964794
28,29,4.6,0.699205898780101
28,30,5.0,0.0
29,1,4.0,0.0
29,2,4.0,0.0
29,3,3.0,0.0
29,4,3.1,0.5676462121975466
29,5,2.2,1.3165611772087666
29,6,4.3,0.48304589153964794
29,7,3.9,0.31622776601683794
29,8,3.1,0.31622776601683794
29,9,3.0,0.0
29,10,2.9,1.1005049346146119
29,11,4.2,0.4216370213557839
29,12,4.0,0.0
29,13,3.1,0.31622776601683794
29,14,4.0,0.0
29,15,0.0,0.0
29,16,5.0,0.0
29,17,5.0,0.0
29,18,4.8,0.4216370213557839
29,19,4.2,0.4216370213557839
29,20,4.2,0.9189365834726815
29,21,5.0,0.0
29,22,4.9,0.31622776601683794
29,23,4.0,0.9428090415820634
29,24,3.8,1.0327955589886446
29,25,2.9,0.31622776601683794
29,26,3.5,0.8498365855987975
29,27,3.9,0.5676462121975467
29,28,3.4,0.6992058987801011
29,29,4.5,0.7071067811865476
29,30,3.0,0.0
30,1,3.5,0.5270462766947299
30,2,5.0,0.0
30,3,2.7,0.9486832980505138
30,4,3.1,0.31622776601683794
30,5,2.7,0.9486832980505138
30,6,3.8,0.4216370213557839
30,7,5.0,0.0
30,8,3.0,0.0
30,9,3.0,0.0
30,10,1.5,1.5811388300841898
30,11,4.1,0.31622776601683794
30,12,5.0,0.0
30,13,3.4,0.5163977794943223
30,14,4.0,0.0
30,15,0.0,0.0
30,16,4.7,0.48304589153964794
30,17,5.0,0.0
30,18,4.8,0.4216370213557839
30,19,5.0,0.0
30,20,3.0,0.0
30,21,5.0,0.0
30,22,5.0,0.0
30,23,3.3,0.6749485577105528
30,24,1.7,1.8885620632287057
30,25,2.3,1.7029386365926402
30,26,5.0,0.0
30,27,4.5,0.5270462766947299
30,28,4.0,0.4714045207910317
30,29,4.8,0.4216370213557839
30,30,4.4,0.9660917830792959
31,1,4.7,0.48304589153964794
31,2,4.9,0.31622776601683794
31,3,3.0,0.0
31,4,3.1,0.5676462121975467
31,5,3.2,0.4216370213557839
