table_id,run_index,target_persona,correct_id,rating,correct,failures,response,table_json,collected_at
1,7,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:57:12.672746
1,8,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:57:13.703582
1,9,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:57:14.526911
1,10,E,1,1,1,0,1,"{""A"": 3, ""B"": 4, ""C"": 0, ""D"": 2, ""E"": 1, ""F"": 5}",2026-07-08T13:57:15.249272
2,1,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:16.084558
2,2,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:17.045043
2,3,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:17.929115
2,4,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:18.647046
2,5,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:19.489121
2,6,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:57:56.662953
2,7,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:58:00.279295
2,8,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:58:01.030221
2,9,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:58:03.915487
2,10,D,2,2,1,0,2,"{""A"": 1, ""B"": 0, ""C"": 4, ""D"": 2, ""E"": 5, ""F"": 3}",2026-07-08T13:58:05.615193
3,1,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:06.390490
3,2,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:08.035298
3,3,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:08.837742
3,4,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:12.459622
3,5,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:16.357889
3,6,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:18.401595
3,7,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:22.416758
3,8,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:23.589280
3,9,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:24.353905
3,10,D,3,3,1,0,3,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T13:58:25.263082
4,1,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:26.577007
4,2,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:28.363413
4,3,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:31.152282
4,4,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:32.165316
4,5,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:33.023408
4,6,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:33.896727
4,7,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:35.200872
4,8,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:36.990364
4,9,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:38.048053
4,10,B,4,4,1,0,4,"{""A"": 1, ""B"": 4, ""C"": 2, ""D"": 5, ""E"": 3, ""F"": 0}",2026-07-08T13:58:38.772938
5,1,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:39.661892
5,2,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:40.589129
5,3,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:41.466750
5,4,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:42.236976
5,5,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:43.539804
5,6,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:46.148553
5,7,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:47.290564
5,8,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:48.638202
5,9,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:49.464314
5,10,B,5,5,1,0,5,"{""A"": 4, ""B"": 5, ""C"": 0, ""D"": 2, ""E"": 3, ""F"": 1}",2026-07-08T13:58:50.147940
6,1,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:58:51.490636
6,2,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:58:53.329098
6,3,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:58:54.340238
6,4,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:58:56.582945
6,5,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:58:58.817711
6,6,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:59:00.272893
6,7,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:59:01.721564
6,8,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:59:03.380955
6,9,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:59:05.041524
6,10,B,0,0,1,0,0,"{""A"": 3, ""B"": 0, ""C"": 5, ""D"": 1, ""E"": 2, ""F"": 4}",2026-07-08T13:59:05.856800
7,1,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:07.435893
7,2,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:08.268143
7,3,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:09.273722
7,4,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:10.001393
7,5,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:11.249303
7,6,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:12.046517
7,7,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:12.837303
7,8,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:13.888964
7,9,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:14.560526
7,10,B,1,1,1,0,1,"{""A"": 2, ""B"": 1, ""C"": 0, ""D"": 4, ""E"": 3, ""F"": 5}",2026-07-08T13:59:16.146332
8,1,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:18.352070
8,2,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:20.826446
8,3,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:21.851518
8,4,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:22.927135
8,5,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:24.564688
8,6,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:25.595528
8,7,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:26.821428
8,8,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:28.558178
8,9,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:29.696502
8,10,A,2,2,1,0,2,"{""A"": 2, ""B"": 4, ""C"": 3, ""D"": 0, ""E"": 1, ""F"": 5}",2026-07-08T13:59:30.974942
9,1,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:33.697696
9,2,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:35.494943
9,3,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:36.793642
9,4,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:40.750534
9,5,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:42.614419
9,6,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:47.223569
9,7,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:52.337442
9,8,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:54.803832
9,9,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:55.899709
9,10,C,3,3,1,0,3,"{""A"": 5, ""B"": 2, ""C"": 3, ""D"": 1, ""E"": 4, ""F"": 0}",2026-07-08T13:59:57.705819
10,1,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T13:59:59.482060
10,2,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:01.355986
10,3,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:02.479234
10,4,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:03.114642
10,5,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:03.814687
10,6,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:05.181042
10,7,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:07.376297
10,8,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:09.560962
10,9,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:10.675524
10,10,A,4,4,1,0,4,"{""A"": 4, ""B"": 5, ""C"": 1, ""D"": 2, ""E"": 3, ""F"": 0}",2026-07-08T14:00:11.786914
11,1,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:12.724026
11,2,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:13.654826
11,3,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:14.802509
11,4,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:15.862838
11,5,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:17.666608
11,6,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:18.835102
11,7,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:19.717233
11,8,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:20.621654
11,9,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:22.102845
11,10,E,5,5,1,0,5,"{""A"": 0, ""B"": 2, ""C"": 4, ""D"": 3, ""E"": 5, ""F"": 1}",2026-07-08T14:00:27.151380
12,1,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:27.951370
12,2,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:29.545219
12,3,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:31.732558
12,4,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:33.257041
12,5,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:34.330810
12,6,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:35.330462
12,7,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:36.496206
12,8,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:38.265968
12,9,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:40.538645
12,10,A,0,0,1,0,0,"{""A"": 0, ""B"": 5, ""C"": 2, ""D"": 1, ""E"": 4, ""F"": 3}",2026-07-08T14:00:42.056686
13,1,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:43.215918
13,2,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:44.114684
13,3,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:44.764223
13,4,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:46.417041
13,5,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:49.723207
13,6,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:51.246949
13,7,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:52.024191
13,8,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:53.018059
13,9,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:55.074801
13,10,D,1,1,1,0,1,"{""A"": 0, ""B"": 3, ""C"": 2, ""D"": 1, ""E"": 5, ""F"": 4}",2026-07-08T14:00:57.340583
14,1,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:00:59.694046
14,2,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:02.724555
14,3,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:04.288088
14,4,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:05.025942
14,5,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:05.823194
14,6,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:06.570818
14,7,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:09.075005
14,8,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:09.914294
14,9,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:11.440100
14,10,E,2,2,1,0,2,"{""A"": 0, ""B"": 5, ""C"": 4, ""D"": 3, ""E"": 2, ""F"": 1}",2026-07-08T14:01:16.155078
15,1,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:16.822617
15,2,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:17.909179
15,3,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:19.339545
15,4,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:20.454257
15,5,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:21.298894
15,6,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:21.907487
15,7,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:22.918830
15,8,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:23.762711
15,9,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:24.583613
15,10,D,3,3,1,0,3,"{""A"": 4, ""B"": 0, ""C"": 2, ""D"": 3, ""E"": 1, ""F"": 5}",2026-07-08T14:01:25.371366
16,1,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:26.111989
16,2,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:27.182772
16,3,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:28.689791
16,4,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:29.513899
16,5,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:31.411068
16,6,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:32.941655
16,7,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:33.711295
16,8,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:34.459804
16,9,E,4,4,1,0,4,"{""A"": 1, ""B"": 2, ""C"": 0, ""D"": 5, ""E"": 4, ""F"": 3}",2026-07-08T14:01:35.635877
